customer_id,first_tx,last_tx,transaction_count,customer_tenure_days,avg_days_between_transactions,recency_days,recency_band,frequency_segment,total_spend,avg_transaction_value,value_segment,retention_priority,customer_segment,churned
64244317,2023-01-07,2023-09-30,13,266,22.166666666666668,90,High Risk (61-90 days),Low Frequency,17529900,1348453.8461538462,Low Value,Urgent Re-engagement,Standard Re-engagement,1
89279069,2023-01-04,2023-12-22,34,352,10.666666666666666,7,Active (0-30 days),Regular Frequency,167979250,4940566.176470588,Very High Value,Healthy / Maintain,Valuable Active,0
75516515,2023-01-25,2023-12-21,14,330,25.384615384615383,8,Active (0-30 days),Low Frequency,7272950,519496.4285714286,Low Value,Healthy / Maintain,Regular Active,0
37243492,2023-03-10,2023-12-08,24,273,11.869565217391305,21,Active (0-30 days),Regular Frequency,148871850,6202993.75,Very High Value,Healthy / Maintain,Valuable Active,0
15092331,2023-01-04,2023-12-22,19,352,19.555555555555557,7,Active (0-30 days),Regular Frequency,34402600,1810663.1578947369,Regular Value,Healthy / Maintain,Regular Active,0
10111597,2023-01-08,2023-12-26,38,352,9.513513513513514,3,Active (0-30 days),High Frequency,192360600,5062121.052631579,Very High Value,Healthy / Maintain,Champions,0
98191989,2023-02-23,2023-11-18,16,268,17.866666666666667,41,At Risk (31-60 days),Low Frequency,23583450,1473965.625,Regular Value,Re-engagement,Standard Re-engagement,0
74074742,2023-01-07,2023-12-20,33,347,10.84375,9,Active (0-30 days),Regular Frequency,17175750,520477.2727272727,Low Value,Healthy / Maintain,Regular Active,0
35146369,2023-02-10,2023-12-08,22,301,14.333333333333334,21,Active (0-30 days),Regular Frequency,61345550,2788434.090909091,High Value,Healthy / Maintain,Valuable Active,0
17844867,2023-01-23,2023-12-19,30,330,11.379310344827585,10,Active (0-30 days),Regular Frequency,18292000,609733.3333333334,Low Value,Healthy / Maintain,Regular Active,0
68438664,2023-01-07,2023-12-07,18,334,19.647058823529413,22,Active (0-30 days),Low Frequency,28838350,1602130.5555555555,Regular Value,Healthy / Maintain,Regular Active,0
54807180,2023-01-04,2023-12-12,25,342,14.25,17,Active (0-30 days),Regular Frequency,38631900,1545276.0,Regular Value,Healthy / Maintain,Regular Active,0
47729297,2023-01-10,2023-12-27,87,351,4.0813953488372094,2,Active (0-30 days),Very High Frequency,129598650,1489639.6551724137,Very High Value,Healthy / Maintain,Champions,0
21777042,2023-01-12,2023-12-29,79,351,4.5,0,Active (0-30 days),High Frequency,311228200,3939597.4683544305,Very High Value,Healthy / Maintain,Champions,0
62409362,2023-01-04,2023-12-27,22,357,17.0,2,Active (0-30 days),Regular Frequency,106101450,4822793.181818182,High Value,Healthy / Maintain,Valuable Active,0
48777877,2023-02-14,2023-12-11,31,300,10.0,18,Active (0-30 days),Regular Frequency,18199400,587077.4193548387,Low Value,Healthy / Maintain,Regular Active,0
85084822,2023-01-12,2023-11-22,11,314,31.4,37,At Risk (31-60 days),Low Frequency,12647600,1149781.8181818181,Low Value,Re-engagement,Standard Re-engagement,0
13388445,2023-01-05,2023-12-02,10,331,36.77777777777778,27,Active (0-30 days),Low Frequency,103074300,10307430.0,High Value,Healthy / Maintain,Valuable Active,0
22825630,2023-01-04,2023-12-29,14,359,27.615384615384617,0,Active (0-30 days),Low Frequency,62917300,4494092.857142857,High Value,Healthy / Maintain,Valuable Active,0
36457117,2023-01-26,2023-12-28,68,336,5.014925373134329,1,Active (0-30 days),High Frequency,279024250,4103297.794117647,Very High Value,Healthy / Maintain,Champions,0
68962976,2023-01-13,2023-12-21,12,342,31.09090909090909,8,Active (0-30 days),Low Frequency,8899550,741629.1666666666,Low Value,Healthy / Maintain,Regular Active,0
52185763,2023-01-08,2023-12-29,61,355,5.916666666666667,0,Active (0-30 days),High Frequency,105413550,1728090.9836065574,High Value,Healthy / Maintain,Champions,0
71322276,2023-01-19,2023-12-04,12,319,29.0,25,Active (0-30 days),Low Frequency,22291650,1857637.5,Regular Value,Healthy / Maintain,Regular Active,0
79579814,2023-01-11,2023-11-30,18,323,19.0,29,Active (0-30 days),Low Frequency,7221050,401169.44444444444,Low Value,Healthy / Maintain,Regular Active,0
60050090,2023-01-10,2023-12-23,38,347,9.378378378378379,6,Active (0-30 days),High Frequency,22708100,597581.5789473684,Regular Value,Healthy / Maintain,Regular Active,0
20204207,2023-02-08,2023-11-16,11,281,28.1,43,At Risk (31-60 days),Low Frequency,5412100,492009.0909090909,Low Value,Re-engagement,Standard Re-engagement,0
52316847,2023-01-04,2023-12-29,210,359,1.7177033492822966,0,Active (0-30 days),Very High Frequency,971293800,4625208.571428572,Very High Value,Healthy / Maintain,Champions,0
12602034,2023-01-11,2023-12-27,93,350,3.8043478260869565,2,Active (0-30 days),Very High Frequency,422650700,4544631.182795699,Very High Value,Healthy / Maintain,Champions,0
70404788,2023-01-15,2023-12-29,30,348,12.0,0,Active (0-30 days),Regular Frequency,45689550,1522985.0,Regular Value,Healthy / Maintain,Regular Active,0
70666934,2023-01-22,2023-12-08,10,320,35.55555555555556,21,Active (0-30 days),Low Frequency,16143150,1614315.0,Low Value,Healthy / Maintain,Regular Active,0
72895160,2023-01-09,2023-12-08,12,333,30.272727272727273,21,Active (0-30 days),Low Frequency,19660100,1638341.6666666667,Low Value,Healthy / Maintain,Regular Active,0
84036280,2023-01-26,2023-12-29,25,337,14.041666666666666,0,Active (0-30 days),Regular Frequency,115140950,4605638.0,High Value,Healthy / Maintain,Valuable Active,0
61754042,2023-01-10,2023-12-10,16,334,22.266666666666666,19,Active (0-30 days),Low Frequency,76612000,4788250.0,High Value,Healthy / Maintain,Valuable Active,0
44190392,2023-01-08,2023-12-19,18,345,20.294117647058822,10,Active (0-30 days),Low Frequency,30354500,1686361.111111111,Regular Value,Healthy / Maintain,Regular Active,0
49695426,2023-01-07,2023-12-22,36,349,9.971428571428572,7,Active (0-30 days),High Frequency,73520300,2042230.5555555555,High Value,Healthy / Maintain,Champions,0
60836546,2023-01-08,2023-11-12,11,308,30.8,47,At Risk (31-60 days),Low Frequency,57744350,5249486.363636363,High Value,Re-engagement,At-Risk Valuable,0
17451715,2023-01-26,2023-12-26,28,334,12.37037037037037,3,Active (0-30 days),Regular Frequency,42217600,1507771.4285714286,Regular Value,Healthy / Maintain,Regular Active,0
98978504,2023-01-04,2023-10-04,10,273,30.333333333333332,86,High Risk (61-90 days),Low Frequency,5513750,551375.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
28723914,2023-01-07,2023-12-14,14,341,26.23076923076923,15,Active (0-30 days),Low Frequency,164246450,11731889.285714285,Very High Value,Healthy / Maintain,Valuable Active,0
66865867,2023-01-11,2023-11-24,11,317,31.7,35,At Risk (31-60 days),Low Frequency,86029350,7820850.0,High Value,Re-engagement,At-Risk Valuable,0
60967628,2023-01-05,2023-12-29,77,358,4.7105263157894735,0,Active (0-30 days),High Frequency,46799000,607779.2207792208,Regular Value,Healthy / Maintain,Regular Active,0
86002382,2023-01-07,2023-12-18,65,345,5.390625,11,Active (0-30 days),High Frequency,378199250,5818450.0,Very High Value,Healthy / Maintain,Champions,0
55462607,2023-01-20,2023-12-17,31,331,11.033333333333333,12,Active (0-30 days),Regular Frequency,39947650,1288633.8709677418,Regular Value,Healthy / Maintain,Regular Active,0
24136405,2023-01-10,2023-12-25,61,349,5.816666666666666,4,Active (0-30 days),High Frequency,99996150,1639281.1475409835,High Value,Healthy / Maintain,Champions,0
18369238,2023-01-11,2023-10-26,13,288,24.0,64,High Risk (61-90 days),Low Frequency,174823450,13447957.692307692,Very High Value,Urgent Re-engagement,High-Risk Valuable,0
57821913,2023-02-04,2023-11-13,15,282,20.142857142857142,46,At Risk (31-60 days),Low Frequency,19360450,1290696.6666666667,Low Value,Re-engagement,Standard Re-engagement,0
16141018,2023-01-07,2023-12-27,23,354,16.09090909090909,2,Active (0-30 days),Regular Frequency,17312100,752700.0,Low Value,Healthy / Maintain,Regular Active,0
83643098,2023-01-08,2023-11-29,10,325,36.111111111111114,30,Active (0-30 days),Low Frequency,40007850,4000785.0,Regular Value,Healthy / Maintain,Regular Active,0
88492766,2023-01-08,2023-12-26,27,352,13.538461538461538,3,Active (0-30 days),Regular Frequency,31185700,1155025.9259259258,Regular Value,Healthy / Maintain,Regular Active,0
48122593,2023-01-17,2023-12-21,11,338,33.8,8,Active (0-30 days),Low Frequency,42258750,3841704.5454545454,Regular Value,Healthy / Maintain,Regular Active,0
51006179,2023-01-15,2023-12-13,17,332,20.75,16,Active (0-30 days),Low Frequency,23636400,1390376.4705882352,Regular Value,Healthy / Maintain,Regular Active,0
11291364,2023-02-03,2023-12-20,20,320,16.842105263157894,9,Active (0-30 days),Regular Frequency,102148850,5107442.5,High Value,Healthy / Maintain,Valuable Active,0
69880550,2023-02-26,2023-12-27,10,304,33.77777777777778,2,Active (0-30 days),Low Frequency,172036400,17203640.0,Very High Value,Healthy / Maintain,Valuable Active,0
98061030,2023-01-08,2023-10-06,11,271,27.1,84,High Risk (61-90 days),Low Frequency,15671100,1424645.4545454546,Low Value,Urgent Re-engagement,Standard Re-engagement,0
54676200,2023-01-18,2023-12-23,16,339,22.6,6,Active (0-30 days),Low Frequency,28261800,1766362.5,Regular Value,Healthy / Maintain,Regular Active,0
30296811,2023-01-17,2023-10-15,10,271,30.11111111111111,75,High Risk (61-90 days),Low Frequency,15421100,1542110.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
99896048,2023-01-17,2023-12-06,25,323,13.458333333333334,23,Active (0-30 days),Regular Frequency,337808300,13512332.0,Very High Value,Healthy / Maintain,Valuable Active,0
57428722,2023-01-13,2023-12-12,25,333,13.875,17,Active (0-30 days),Regular Frequency,39785200,1591408.0,Regular Value,Healthy / Maintain,Regular Active,0
22039284,2023-02-20,2023-12-06,13,289,24.083333333333332,23,Active (0-30 days),Low Frequency,56480450,4344650.0,High Value,Healthy / Maintain,Valuable Active,0
89541365,2023-01-20,2023-12-29,12,343,31.181818181818183,0,Active (0-30 days),Low Frequency,16053550,1337795.8333333333,Low Value,Healthy / Maintain,Regular Active,0
10636024,2023-01-17,2023-12-13,16,330,22.0,16,Active (0-30 days),Low Frequency,9705050,606565.625,Low Value,Healthy / Maintain,Regular Active,0
57559800,2023-01-07,2023-12-21,50,348,7.1020408163265305,8,Active (0-30 days),High Frequency,84955550,1699111.0,High Value,Healthy / Maintain,Champions,0
44583674,2023-01-08,2023-12-24,13,350,29.166666666666668,5,Active (0-30 days),Low Frequency,62895800,4838138.461538462,High Value,Healthy / Maintain,Valuable Active,0
65030914,2023-01-26,2023-12-05,17,313,19.5625,24,Active (0-30 days),Low Frequency,8892100,523064.70588235295,Low Value,Healthy / Maintain,Regular Active,0
56380165,2023-01-06,2023-12-02,29,330,11.785714285714286,27,Active (0-30 days),Regular Frequency,16996000,586068.9655172414,Low Value,Healthy / Maintain,Regular Active,0
71584519,2023-01-31,2023-12-16,14,319,24.53846153846154,13,Active (0-30 days),Low Frequency,19880450,1420032.142857143,Low Value,Healthy / Maintain,Regular Active,0
45370121,2023-01-21,2023-12-25,19,338,18.77777777777778,4,Active (0-30 days),Regular Frequency,220794550,11620765.789473685,Very High Value,Healthy / Maintain,Valuable Active,0
79842061,2023-01-06,2023-12-20,16,348,23.2,9,Active (0-30 days),Low Frequency,20088350,1255521.875,Low Value,Healthy / Maintain,Regular Active,0
60181268,2023-01-04,2023-12-28,152,358,2.370860927152318,1,Active (0-30 days),Very High Frequency,715686400,4708463.157894737,Very High Value,Healthy / Maintain,Champions,0
76827416,2023-01-30,2023-12-17,30,321,11.068965517241379,12,Active (0-30 days),Regular Frequency,45472100,1515736.6666666667,Regular Value,Healthy / Maintain,Regular Active,0
80104217,2023-01-12,2023-12-21,44,343,7.976744186046512,8,Active (0-30 days),High Frequency,55979600,1272263.6363636365,High Value,Healthy / Maintain,Champions,0
61229850,2023-01-30,2023-12-13,34,317,9.606060606060606,16,Active (0-30 days),Regular Frequency,147934450,4351013.235294118,Very High Value,Healthy / Maintain,Valuable Active,0
34097950,2023-01-07,2023-12-29,43,356,8.476190476190476,0,Active (0-30 days),High Frequency,650972700,15138900.0,Very High Value,Healthy / Maintain,Champions,0
81414944,2023-01-09,2023-11-30,12,325,29.545454545454547,29,Active (0-30 days),Low Frequency,61737100,5144758.333333333,High Value,Healthy / Maintain,Valuable Active,0
16141092,2023-03-15,2023-12-29,13,289,24.083333333333332,0,Active (0-30 days),Low Frequency,25877600,1990584.6153846155,Regular Value,Healthy / Maintain,Regular Active,0
89541421,2023-01-04,2023-12-29,88,359,4.126436781609195,0,Active (0-30 days),Very High Frequency,49801800,565929.5454545454,High Value,Healthy / Maintain,Champions,0
64768814,2023-01-26,2023-12-21,16,329,21.933333333333334,8,Active (0-30 days),Low Frequency,34216550,2138534.375,Regular Value,Healthy / Maintain,Regular Active,0
72108847,2023-01-13,2023-12-20,23,341,15.5,9,Active (0-30 days),Regular Frequency,13458150,585136.9565217391,Low Value,Healthy / Maintain,Regular Active,0
26102578,2023-01-27,2023-12-20,15,327,23.357142857142858,9,Active (0-30 days),Low Frequency,8504800,566986.6666666666,Low Value,Healthy / Maintain,Regular Active,0
23350067,2023-03-16,2023-12-07,13,266,22.166666666666668,22,Active (0-30 days),Low Frequency,217589650,16737665.384615384,Very High Value,Healthy / Maintain,Valuable Active,0
34097972,2023-03-18,2023-12-18,11,275,27.5,11,Active (0-30 days),Low Frequency,59504700,5409518.181818182,High Value,Healthy / Maintain,Valuable Active,0
58084152,2023-03-13,2023-10-30,12,231,21.0,60,At Risk (31-60 days),Low Frequency,15245100,1270425.0,Low Value,Re-engagement,Standard Re-engagement,0
59263803,2023-01-04,2023-12-21,43,351,8.357142857142858,8,Active (0-30 days),High Frequency,65935500,1533383.7209302327,High Value,Healthy / Maintain,Champions,0
90458942,2023-02-04,2023-12-28,21,327,16.35,1,Active (0-30 days),Regular Frequency,219635600,10458838.095238095,Very High Value,Healthy / Maintain,Valuable Active,0
86920005,2023-01-15,2023-12-27,50,346,7.061224489795919,2,Active (0-30 days),High Frequency,70122800,1402456.0,High Value,Healthy / Maintain,Champions,0
93604679,2023-01-10,2023-11-19,24,313,13.608695652173912,40,At Risk (31-60 days),Regular Frequency,121937300,5080720.833333333,Very High Value,Medium Priority,At-Risk Valuable,0
32131913,2023-01-13,2023-12-25,22,346,16.476190476190474,4,Active (0-30 days),Regular Frequency,236331800,10742354.545454545,Very High Value,Healthy / Maintain,Valuable Active,0
97536844,2023-01-06,2023-12-28,92,356,3.912087912087912,1,Active (0-30 days),Very High Frequency,50398050,547804.8913043478,High Value,Healthy / Maintain,Champions,0
28199757,2023-01-08,2023-11-20,32,316,10.193548387096774,39,At Risk (31-60 days),Regular Frequency,540100400,16878137.5,Very High Value,Medium Priority,At-Risk Valuable,0
79055694,2023-01-06,2023-12-29,31,357,11.9,0,Active (0-30 days),Regular Frequency,440198900,14199964.516129032,Very High Value,Healthy / Maintain,Valuable Active,0
24922957,2023-01-21,2023-12-14,14,327,25.153846153846153,15,Active (0-30 days),Low Frequency,55968750,3997767.8571428573,High Value,Healthy / Maintain,Valuable Active,0
45763409,2023-02-21,2023-12-13,15,295,21.071428571428573,16,Active (0-30 days),Low Frequency,7059900,470660.0,Low Value,Healthy / Maintain,Regular Active,0
60967773,2023-01-15,2023-12-17,18,336,19.764705882352942,12,Active (0-30 days),Low Frequency,8997300,499850.0,Low Value,Healthy / Maintain,Regular Active,0
28724065,2023-02-20,2023-11-19,14,272,20.923076923076923,40,At Risk (31-60 days),Low Frequency,56128550,4009182.1428571427,High Value,Re-engagement,At-Risk Valuable,0
46025578,2023-01-07,2023-12-22,30,349,12.03448275862069,7,Active (0-30 days),Regular Frequency,18510350,617011.6666666666,Low Value,Healthy / Maintain,Regular Active,0
56380267,2023-01-13,2023-12-21,51,342,6.84,8,Active (0-30 days),High Frequency,661461350,12969830.392156864,Very High Value,Healthy / Maintain,Champions,0
34098028,2023-02-20,2023-12-26,14,309,23.76923076923077,3,Active (0-30 days),Low Frequency,229252000,16375142.857142856,Very High Value,Healthy / Maintain,Valuable Active,0
81021806,2023-01-05,2023-11-07,14,306,23.53846153846154,52,At Risk (31-60 days),Low Frequency,8475050,605360.7142857143,Low Value,Re-engagement,Standard Re-engagement,0
25185135,2023-01-24,2023-10-28,14,277,21.307692307692307,62,High Risk (61-90 days),Low Frequency,70250300,5017878.571428572,High Value,Urgent Re-engagement,High-Risk Valuable,0
37374831,2023-01-24,2023-12-21,48,331,7.042553191489362,8,Active (0-30 days),High Frequency,201032650,4188180.2083333335,Very High Value,Healthy / Maintain,Champions,0
64506737,2023-01-19,2023-11-25,20,310,16.31578947368421,34,At Risk (31-60 days),Regular Frequency,10657400,532870.0,Low Value,Medium Priority,Standard Re-engagement,0
96488306,2023-01-12,2023-12-15,49,337,7.020833333333333,14,Active (0-30 days),High Frequency,31117900,635059.1836734693,Regular Value,Healthy / Maintain,Regular Active,0
57166702,2023-01-21,2023-12-26,49,339,7.0625,3,Active (0-30 days),High Frequency,89242600,1821277.551020408,High Value,Healthy / Maintain,Champions,0
97667956,2023-01-05,2023-12-29,154,358,2.3398692810457518,0,Active (0-30 days),Very High Frequency,248882400,1616119.4805194805,Very High Value,Healthy / Maintain,Champions,0
92031862,2023-01-13,2023-11-30,14,321,24.692307692307693,29,Active (0-30 days),Low Frequency,20288300,1449164.2857142857,Regular Value,Healthy / Maintain,Regular Active,0
33835896,2023-01-08,2023-12-05,23,331,15.045454545454545,24,Active (0-30 days),Regular Frequency,39292400,1708365.2173913044,Regular Value,Healthy / Maintain,Regular Active,0
64375676,2023-01-28,2023-12-22,12,328,29.818181818181817,7,Active (0-30 days),Low Frequency,56594200,4716183.333333333,High Value,Healthy / Maintain,Valuable Active,0
16665472,2023-01-15,2023-12-24,12,343,31.181818181818183,5,Active (0-30 days),Low Frequency,57310950,4775912.5,High Value,Healthy / Maintain,Valuable Active,0
71977857,2023-01-22,2023-12-09,11,321,32.1,20,Active (0-30 days),Low Frequency,6503000,591181.8181818182,Low Value,Healthy / Maintain,Regular Active,0
75123585,2023-02-01,2023-12-04,15,306,21.857142857142858,25,Active (0-30 days),Low Frequency,7416650,494443.3333333333,Low Value,Healthy / Maintain,Regular Active,0
74861443,2023-01-10,2023-12-05,10,329,36.55555555555556,24,Active (0-30 days),Low Frequency,57568500,5756850.0,High Value,Healthy / Maintain,Valuable Active,0
79448966,2023-01-07,2023-12-13,16,340,22.666666666666668,16,Active (0-30 days),Low Frequency,25101900,1568868.75,Regular Value,Healthy / Maintain,Regular Active,0
84298634,2023-01-24,2023-12-23,15,333,23.785714285714285,6,Active (0-30 days),Low Frequency,56280850,3752056.6666666665,High Value,Healthy / Maintain,Valuable Active,0
92031883,2023-01-05,2023-12-29,32,358,11.548387096774194,0,Active (0-30 days),Regular Frequency,67076300,2096134.375,High Value,Healthy / Maintain,Valuable Active,0
72371084,2023-01-09,2023-11-04,21,299,14.95,55,At Risk (31-60 days),Regular Frequency,13803300,657300.0,Low Value,Medium Priority,Standard Re-engagement,0
89803665,2023-01-29,2023-11-15,12,290,26.363636363636363,44,At Risk (31-60 days),Low Frequency,51660550,4305045.833333333,High Value,Re-engagement,At-Risk Valuable,0
15354772,2023-01-09,2023-11-24,20,319,16.789473684210527,35,At Risk (31-60 days),Regular Frequency,25149750,1257487.5,Regular Value,Medium Priority,Standard Re-engagement,0
40913815,2023-01-05,2023-12-21,64,350,5.555555555555555,8,Active (0-30 days),High Frequency,94920700,1483135.9375,High Value,Healthy / Maintain,Champions,0
61754265,2023-01-08,2023-12-17,30,343,11.827586206896552,12,Active (0-30 days),Regular Frequency,410570800,13685693.333333334,Very High Value,Healthy / Maintain,Valuable Active,0
27675548,2023-01-16,2023-11-10,10,298,33.111111111111114,49,At Risk (31-60 days),Low Frequency,42750300,4275030.0,Regular Value,Re-engagement,Standard Re-engagement,0
16927646,2023-02-12,2023-12-02,11,293,29.3,27,Active (0-30 days),Low Frequency,13369350,1215395.4545454546,Low Value,Healthy / Maintain,Regular Active,0
56904607,2023-02-26,2023-11-29,10,276,30.666666666666668,30,Active (0-30 days),Low Frequency,15641900,1564190.0,Low Value,Healthy / Maintain,Regular Active,0
47598496,2023-01-16,2023-12-29,16,347,23.133333333333333,0,Active (0-30 days),Low Frequency,32021550,2001346.875,Regular Value,Healthy / Maintain,Regular Active,0
49695646,2023-01-24,2023-12-06,14,316,24.307692307692307,23,Active (0-30 days),Low Frequency,18096400,1292600.0,Low Value,Healthy / Maintain,Regular Active,0
89541542,2023-01-13,2023-12-11,17,332,20.75,18,Active (0-30 days),Low Frequency,11075200,651482.3529411765,Low Value,Healthy / Maintain,Regular Active,0
65555374,2023-01-19,2023-11-28,17,313,19.5625,31,At Risk (31-60 days),Low Frequency,184712700,10865452.94117647,Very High Value,Re-engagement,At-Risk Valuable,0
68438963,2023-01-04,2023-12-22,13,352,29.333333333333332,7,Active (0-30 days),Low Frequency,44256950,3404380.769230769,Regular Value,Healthy / Maintain,Regular Active,0
53889972,2023-01-05,2023-12-29,138,358,2.613138686131387,0,Active (0-30 days),Very High Frequency,665974450,4825901.811594203,Very High Value,Healthy / Maintain,Champions,0
68438965,2023-01-17,2023-12-25,10,342,38.0,4,Active (0-30 days),Low Frequency,15191000,1519100.0,Low Value,Healthy / Maintain,Regular Active,0
71453621,2023-01-09,2023-12-28,16,353,23.533333333333335,1,Active (0-30 days),Low Frequency,8813050,550815.625,Low Value,Healthy / Maintain,Regular Active,0
20466615,2023-03-01,2023-12-28,13,302,25.166666666666668,1,Active (0-30 days),Low Frequency,30717750,2362903.846153846,Regular Value,Healthy / Maintain,Regular Active,0
93473721,2023-01-23,2023-12-05,11,316,31.6,24,Active (0-30 days),Low Frequency,19171150,1742831.8181818181,Low Value,Healthy / Maintain,Regular Active,0
90721213,2023-01-25,2023-12-22,11,331,33.1,7,Active (0-30 days),Low Frequency,62327350,5666122.7272727275,High Value,Healthy / Maintain,Valuable Active,0
43011006,2023-01-05,2023-12-29,22,358,17.047619047619047,0,Active (0-30 days),Regular Frequency,36036400,1638018.1818181819,Regular Value,Healthy / Maintain,Regular Active,0
67783617,2023-01-15,2023-12-29,47,348,7.565217391304348,0,Active (0-30 days),High Frequency,198687900,4227402.127659574,Very High Value,Healthy / Maintain,Champions,0
49302467,2023-01-28,2023-12-01,11,307,30.7,28,Active (0-30 days),Low Frequency,19352000,1759272.7272727273,Low Value,Healthy / Maintain,Regular Active,0
27413454,2023-02-25,2023-11-10,10,258,28.666666666666668,49,At Risk (31-60 days),Low Frequency,47421300,4742130.0,Regular Value,Re-engagement,Standard Re-engagement,0
87575510,2023-01-11,2023-11-30,44,323,7.511627906976744,29,Active (0-30 days),High Frequency,75228900,1709747.7272727273,High Value,Healthy / Maintain,Champions,0
24136662,2023-01-09,2023-12-25,86,350,4.117647058823529,4,Active (0-30 days),Very High Frequency,410252800,4770381.395348838,Very High Value,Healthy / Maintain,Champions,0
75516892,2023-01-06,2023-12-24,55,352,6.518518518518518,5,Active (0-30 days),High Frequency,270414300,4916623.636363637,Very High Value,Healthy / Maintain,Champions,0
52579300,2023-01-09,2023-12-23,64,348,5.523809523809524,6,Active (0-30 days),High Frequency,113574100,1774595.3125,High Value,Healthy / Maintain,Champions,0
19418084,2023-01-31,2023-12-07,15,310,22.142857142857142,22,Active (0-30 days),Low Frequency,55206450,3680430.0,High Value,Healthy / Maintain,Valuable Active,0
51792871,2023-01-04,2023-12-19,55,349,6.462962962962963,10,Active (0-30 days),High Frequency,80677350,1466860.9090909092,High Value,Healthy / Maintain,Champions,0
77614057,2023-01-04,2023-12-29,1251,359,0.2872,0,Active (0-30 days),Very High Frequency,2056303350,1643727.6978417267,Very High Value,Healthy / Maintain,Champions,0
33049584,2023-01-09,2023-12-18,32,343,11.064516129032258,11,Active (0-30 days),Regular Frequency,541130050,16910314.0625,Very High Value,Healthy / Maintain,Valuable Active,0
46812152,2023-01-11,2023-12-29,76,352,4.693333333333333,0,Active (0-30 days),High Frequency,130573200,1718068.4210526317,Very High Value,Healthy / Maintain,Champions,0
88361984,2023-03-05,2023-12-18,10,288,32.0,11,Active (0-30 days),Low Frequency,11492100,1149210.0,Low Value,Healthy / Maintain,Regular Active,0
63065088,2023-01-05,2023-12-02,24,331,14.391304347826088,27,Active (0-30 days),Regular Frequency,127839700,5326654.166666667,Very High Value,Healthy / Maintain,Valuable Active,0
28724228,2023-01-12,2023-11-22,13,314,26.166666666666668,37,At Risk (31-60 days),Low Frequency,48063500,3697192.3076923075,Regular Value,Re-engagement,Standard Re-engagement,0
80235527,2023-01-04,2023-11-25,15,325,23.214285714285715,34,At Risk (31-60 days),Low Frequency,22058700,1470580.0,Regular Value,Re-engagement,Standard Re-engagement,0
90983434,2023-02-12,2023-12-27,11,318,31.8,2,Active (0-30 days),Low Frequency,20274400,1843127.2727272727,Regular Value,Healthy / Maintain,Regular Active,0
22825995,2023-01-15,2023-12-22,25,341,14.208333333333334,7,Active (0-30 days),Regular Frequency,359927300,14397092.0,Very High Value,Healthy / Maintain,Valuable Active,0
52972556,2023-01-14,2023-12-17,27,337,12.961538461538462,12,Active (0-30 days),Regular Frequency,45824550,1697205.5555555555,Regular Value,Healthy / Maintain,Regular Active,0
84429837,2023-01-21,2023-12-12,15,325,23.214285714285715,17,Active (0-30 days),Low Frequency,8616450,574430.0,Low Value,Healthy / Maintain,Regular Active,0
34098189,2023-01-15,2023-12-27,24,346,15.043478260869565,2,Active (0-30 days),Regular Frequency,39462900,1644287.5,Regular Value,Healthy / Maintain,Regular Active,0
10898444,2023-01-27,2023-12-24,17,331,20.6875,5,Active (0-30 days),Low Frequency,23485650,1381508.8235294118,Regular Value,Healthy / Maintain,Regular Active,0
42486803,2023-01-09,2023-11-22,19,317,17.61111111111111,37,At Risk (31-60 days),Regular Frequency,275990050,14525792.105263159,Very High Value,Medium Priority,At-Risk Valuable,0
70798357,2023-01-28,2023-12-25,11,331,33.1,4,Active (0-30 days),Low Frequency,10883200,989381.8181818182,Low Value,Healthy / Maintain,Regular Active,0
21122070,2023-01-05,2023-12-28,13,357,29.75,1,Active (0-30 days),Low Frequency,197925550,15225042.307692308,Very High Value,Healthy / Maintain,Valuable Active,0
79580185,2023-03-03,2023-11-16,10,258,28.666666666666668,43,At Risk (31-60 days),Low Frequency,13530800,1353080.0,Low Value,Re-engagement,Standard Re-engagement,0
75516953,2023-01-29,2023-12-26,25,331,13.791666666666666,3,Active (0-30 days),Regular Frequency,14230050,569202.0,Low Value,Healthy / Maintain,Regular Active,0
33967130,2023-01-07,2023-11-11,13,308,25.666666666666668,48,At Risk (31-60 days),Low Frequency,6385250,491173.07692307694,Low Value,Re-engagement,Standard Re-engagement,0
28986401,2023-02-20,2023-12-12,18,295,17.352941176470587,17,Active (0-30 days),Low Frequency,81531700,4529538.888888889,High Value,Healthy / Maintain,Valuable Active,0
60443683,2023-02-01,2023-12-25,38,327,8.837837837837839,4,Active (0-30 days),High Frequency,54836850,1443075.0,High Value,Healthy / Maintain,Champions,0
26889252,2023-01-04,2023-12-08,26,338,13.52,21,Active (0-30 days),Regular Frequency,102718950,3950728.846153846,High Value,Healthy / Maintain,Valuable Active,0
84560938,2023-01-13,2023-12-04,18,325,19.11764705882353,25,Active (0-30 days),Low Frequency,18184050,1010225.0,Low Value,Healthy / Maintain,Regular Active,0
14961708,2023-01-05,2023-12-21,57,350,6.25,8,Active (0-30 days),High Frequency,91717250,1609074.5614035088,High Value,Healthy / Maintain,Champions,0
44452909,2023-04-20,2023-12-14,11,238,23.8,15,Active (0-30 days),Low Frequency,114252250,10386568.181818182,High Value,Healthy / Maintain,Valuable Active,0
